istat;iddat;datum;name;nome;positiv;antigen;pcr(pos-geh)-tote;quarantaene;sumPos(pcr+antigen);pcr(pos-geh)+antigen(pos-geh)-tote;
---;20201218;2020-12-18 00:00:00.0;Außerhalb der Provinz;Fuori provincia;538;50;215;180;588;null;
---;20201219;2020-12-19 00:00:00.0;Außerhalb der Provinz;Fuori provincia;540;51;216;184;591;null;
---;20201220;2020-12-20 00:00:00.0;Außerhalb der Provinz;Fuori provincia;554;54;230;185;608;null;
---;20201221;2020-12-21 00:00:00.0;Außerhalb der Provinz;Fuori provincia;552;56;225;185;608;null;
---;20201222;2020-12-22 00:00:00.0;Außerhalb der Provinz;Fuori provincia;552;57;101;190;609;null;
---;20201223;2020-12-23 00:00:00.0;Außerhalb der Provinz;Fuori provincia;556;62;95;194;618;null;
---;20201224;2020-12-24 00:00:00.0;Außerhalb der Provinz;Fuori provincia;559;63;96;204;622;null;
---;20201225;2020-12-25 00:00:00.0;Außerhalb der Provinz;Fuori provincia;565;65;108;196;630;null;
---;20201226;2020-12-26 00:00:00.0;Außerhalb der Provinz;Fuori provincia;565;65;107;184;630;null;
---;20201227;2020-12-27 00:00:00.0;Außerhalb der Provinz;Fuori provincia;565;65;107;179;630;null;
---;20201228;2020-12-28 00:00:00.0;Außerhalb der Provinz;Fuori provincia;569;66;110;179;635;null;
---;20201229;2020-12-29 00:00:00.0;Außerhalb der Provinz;Fuori provincia;571;66;109;178;637;null;
---;20201230;2020-12-30 00:00:00.0;Außerhalb der Provinz;Fuori provincia;572;69;99;188;641;null;
---;20201231;2020-12-31 00:00:00.0;Außerhalb der Provinz;Fuori provincia;575;69;100;195;644;null;
---;20210101;2021-01-01 00:00:00.0;Außerhalb der Provinz;Fuori provincia;577;76;100;193;653;null;
---;20210102;2021-01-02 00:00:00.0;Außerhalb der Provinz;Fuori provincia;580;77;103;180;657;null;
---;20210103;2021-01-03 00:00:00.0;Außerhalb der Provinz;Fuori provincia;581;79;104;168;660;null;
---;20210104;2021-01-04 00:00:00.0;Außerhalb der Provinz;Fuori provincia;585;79;108;169;664;null;
---;20210105;2021-01-05 00:00:00.0;Außerhalb der Provinz;Fuori provincia;591;81;112;171;672;null;
---;20210106;2021-01-06 00:00:00.0;Außerhalb der Provinz;Fuori provincia;594;86;107;171;680;null;
---;20210107;2021-01-07 00:00:00.0;Außerhalb der Provinz;Fuori provincia;596;87;109;179;683;null;
---;20210108;2021-01-08 00:00:00.0;Außerhalb der Provinz;Fuori provincia;598;92;111;191;690;null;
---;20210109;2021-01-09 00:00:00.0;Außerhalb der Provinz;Fuori provincia;603;92;110;191;695;null;
---;20210110;2021-01-10 00:00:00.0;Außerhalb der Provinz;Fuori provincia;609;94;116;194;703;null;
---;20210111;2021-01-11 00:00:00.0;Außerhalb der Provinz;Fuori provincia;611;95;115;184;706;null;
---;20210112;2021-01-12 00:00:00.0;Außerhalb der Provinz;Fuori provincia;613;95;114;179;708;null;
---;20210113;2021-01-13 00:00:00.0;Außerhalb der Provinz;Fuori provincia;615;95;111;186;710;null;
---;20210114;2021-01-14 00:00:00.0;Außerhalb der Provinz;Fuori provincia;616;95;111;216;711;null;
---;20210115;2021-01-15 00:00:00.0;Außerhalb der Provinz;Fuori provincia;616;98;110;223;714;null;
---;20210116;2021-01-16 00:00:00.0;Außerhalb der Provinz;Fuori provincia;622;100;115;238;722;null;
---;20210117;2021-01-17 00:00:00.0;Außerhalb der Provinz;Fuori provincia;623;100;113;236;723;null;
---;20210118;2021-01-18 00:00:00.0;Außerhalb der Provinz;Fuori provincia;623;100;112;229;723;null;
---;20210119;2021-01-19 00:00:00.0;Außerhalb der Provinz;Fuori provincia;623;101;112;238;724;null;
---;20210120;2021-01-20 00:00:00.0;Außerhalb der Provinz;Fuori provincia;626;102;108;243;728;null;
---;20210121;2021-01-21 00:00:00.0;Außerhalb der Provinz;Fuori provincia;631;104;112;249;735;null;
---;20210122;2021-01-22 00:00:00.0;Außerhalb der Provinz;Fuori provincia;633;104;111;229;737;null;
---;20210123;2021-01-23 00:00:00.0;Außerhalb der Provinz;Fuori provincia;636;107;112;221;743;null;
---;20210124;2021-01-24 00:00:00.0;Außerhalb der Provinz;Fuori provincia;644;107;118;216;751;null;
---;20210125;2021-01-25 00:00:00.0;Außerhalb der Provinz;Fuori provincia;645;109;117;214;754;null;
---;20210126;2021-01-26 00:00:00.0;Außerhalb der Provinz;Fuori provincia;646;117;116;209;763;null;
---;20210127;2021-01-27 00:00:00.0;Außerhalb der Provinz;Fuori provincia;646;119;114;202;765;null;
---;20210128;2021-01-28 00:00:00.0;Außerhalb der Provinz;Fuori provincia;646;124;112;218;770;null;
---;20210129;2021-01-29 00:00:00.0;Außerhalb der Provinz;Fuori provincia;652;125;117;221;777;null;
---;20210130;2021-01-30 00:00:00.0;Außerhalb der Provinz;Fuori provincia;653;127;117;234;780;null;
---;20210131;2021-01-31 00:00:00.0;Außerhalb der Provinz;Fuori provincia;656;127;117;231;783;null;
---;20210201;2021-02-01 00:00:00.0;Außerhalb der Provinz;Fuori provincia;657;128;115;213;785;null;
---;20210202;2021-02-02 00:00:00.0;Außerhalb der Provinz;Fuori provincia;659;131;113;207;790;null;
---;20210203;2021-02-03 00:00:00.0;Außerhalb der Provinz;Fuori provincia;667;133;116;214;800;null;
---;20210204;2021-02-04 00:00:00.0;Außerhalb der Provinz;Fuori provincia;671;134;119;219;805;null;
---;20210205;2021-02-05 00:00:00.0;Außerhalb der Provinz;Fuori provincia;676;137;122;213;813;null;
---;20210206;2021-02-06 00:00:00.0;Außerhalb der Provinz;Fuori provincia;677;144;121;218;821;null;
---;20210207;2021-02-07 00:00:00.0;Außerhalb der Provinz;Fuori provincia;683;144;125;225;827;null;
---;20210208;2021-02-08 00:00:00.0;Außerhalb der Provinz;Fuori provincia;683;144;125;216;827;null;
---;20210209;2021-02-09 00:00:00.0;Außerhalb der Provinz;Fuori provincia;684;148;124;229;832;null;
---;20210210;2021-02-10 00:00:00.0;Außerhalb der Provinz;Fuori provincia;null;null;null;229;842;175;
---;20210211;2021-02-11 00:00:00.0;Außerhalb der Provinz;Fuori provincia;null;null;null;251;848;177;
---;20210212;2021-02-12 00:00:00.0;Außerhalb der Provinz;Fuori provincia;697;158;null;249;855;179;
---;20210213;2021-02-13 00:00:00.0;Außerhalb der Provinz;Fuori provincia;702;159;null;248;861;181;
---;20210214;2021-02-14 00:00:00.0;Außerhalb der Provinz;Fuori provincia;706;159;null;228;865;181;
---;20210215;2021-02-15 00:00:00.0;Außerhalb der Provinz;Fuori provincia;708;161;null;204;869;183;
---;20210216;2021-02-16 00:00:00.0;Außerhalb der Provinz;Fuori provincia;708;164;null;204;872;172;
---;20210217;2021-02-17 00:00:00.0;Außerhalb der Provinz;Fuori provincia;712;166;null;212;878;175;
---;20210218;2021-02-18 00:00:00.0;Außerhalb der Provinz;Fuori provincia;713;168;null;219;881;173;
---;20210219;2021-02-19 00:00:00.0;Außerhalb der Provinz;Fuori provincia;714;169;null;207;883;165;
---;20210220;2021-02-20 00:00:00.0;Außerhalb der Provinz;Fuori provincia;719;171;null;206;890;171;
---;20210221;2021-02-21 00:00:00.0;Außerhalb der Provinz;Fuori provincia;720;174;null;202;894;172;
---;20210222;2021-02-22 00:00:00.0;Außerhalb der Provinz;Fuori provincia;721;176;null;218;897;175;
---;20210223;2021-02-23 00:00:00.0;Außerhalb der Provinz;Fuori provincia;724;177;null;222;901;178;
---;20210224;2021-02-24 00:00:00.0;Außerhalb der Provinz;Fuori provincia;727;181;null;226;908;185;
---;20210225;2021-02-25 00:00:00.0;Außerhalb der Provinz;Fuori provincia;731;185;null;248;916;191;
---;20210226;2021-02-26 00:00:00.0;Außerhalb der Provinz;Fuori provincia;735;186;null;239;921;192;
---;20210227;2021-02-27 00:00:00.0;Außerhalb der Provinz;Fuori provincia;746;187;null;247;933;199;
---;20210228;2021-02-28 00:00:00.0;Außerhalb der Provinz;Fuori provincia;748;187;null;252;935;201;
---;20210301;2021-03-01 00:00:00.0;Außerhalb der Provinz;Fuori provincia;749;187;null;227;936;202;
---;20210302;2021-03-02 00:00:00.0;Außerhalb der Provinz;Fuori provincia;754;190;null;213;944;205;
---;20210303;2021-03-03 00:00:00.0;Außerhalb der Provinz;Fuori provincia;761;193;null;220;954;213;
---;20210304;2021-03-04 00:00:00.0;Außerhalb der Provinz;Fuori provincia;764;199;null;225;963;47;
---;20210305;2021-03-05 00:00:00.0;Außerhalb der Provinz;Fuori provincia;768;200;null;214;968;43;
---;20210306;2021-03-06 00:00:00.0;Außerhalb der Provinz;Fuori provincia;770;209;null;220;979;43;
---;20210307;2021-03-07 00:00:00.0;Außerhalb der Provinz;Fuori provincia;774;209;null;216;983;44;
---;20210308;2021-03-08 00:00:00.0;Außerhalb der Provinz;Fuori provincia;776;209;null;221;985;45;
---;20210309;2021-03-09 00:00:00.0;Außerhalb der Provinz;Fuori provincia;779;211;null;215;990;47;
---;20210310;2021-03-10 00:00:00.0;Außerhalb der Provinz;Fuori provincia;785;212;null;248;997;51;
---;20210311;2021-03-11 00:00:00.0;Außerhalb der Provinz;Fuori provincia;785;214;null;256;999;53;
---;20210312;2021-03-12 00:00:00.0;Außerhalb der Provinz;Fuori provincia;788;216;null;248;1004;50;
---;20210313;2021-03-13 00:00:00.0;Außerhalb der Provinz;Fuori provincia;795;217;null;251;1012;49;
---;20210314;2021-03-14 00:00:00.0;Außerhalb der Provinz;Fuori provincia;797;218;null;244;1015;50;
---;20210315;2021-03-15 00:00:00.0;Außerhalb der Provinz;Fuori provincia;797;218;null;226;1015;48;
---;20210316;2021-03-16 00:00:00.0;Außerhalb der Provinz;Fuori provincia;798;221;null;219;1019;45;
---;20210317;2021-03-17 00:00:00.0;Außerhalb der Provinz;Fuori provincia;804;222;null;218;1026;49;
---;20210318;2021-03-18 00:00:00.0;Außerhalb der Provinz;Fuori provincia;806;225;null;213;1031;47;
---;20210319;2021-03-19 00:00:00.0;Außerhalb der Provinz;Fuori provincia;807;225;null;224;1032;45;
---;20210320;2021-03-20 00:00:00.0;Außerhalb der Provinz;Fuori provincia;811;229;null;243;1040;42;
---;20210321;2021-03-21 00:00:00.0;Außerhalb der Provinz;Fuori provincia;814;229;null;246;1043;42;
---;20210322;2021-03-22 00:00:00.0;Außerhalb der Provinz;Fuori provincia;815;229;null;240;1044;39;
---;20210323;2021-03-23 00:00:00.0;Außerhalb der Provinz;Fuori provincia;819;230;null;233;1049;35;
---;20210324;2021-03-24 00:00:00.0;Außerhalb der Provinz;Fuori provincia;822;233;null;245;1055;28;
---;20210325;2021-03-25 00:00:00.0;Außerhalb der Provinz;Fuori provincia;827;235;null;287;1062;35;
---;20210326;2021-03-26 00:00:00.0;Außerhalb der Provinz;Fuori provincia;829;236;null;300;1065;35;
---;20210327;2021-03-27 00:00:00.0;Außerhalb der Provinz;Fuori provincia;836;236;null;331;1072;35;
---;20210328;2021-03-28 00:00:00.0;Außerhalb der Provinz;Fuori provincia;838;238;null;334;1076;30;
---;20210329;2021-03-29 00:00:00.0;Außerhalb der Provinz;Fuori provincia;839;238;null;322;1077;32;
---;20210330;2021-03-30 00:00:00.0;Außerhalb der Provinz;Fuori provincia;841;238;null;326;1079;34;
---;20210331;2021-03-31 00:00:00.0;Außerhalb der Provinz;Fuori provincia;843;242;null;320;1085;32;
---;20210401;2021-04-01 00:00:00.0;Außerhalb der Provinz;Fuori provincia;844;242;null;304;1086;31;
---;20210402;2021-04-02 00:00:00.0;Außerhalb der Provinz;Fuori provincia;848;243;null;301;1091;31;
---;20210403;2021-04-03 00:00:00.0;Außerhalb der Provinz;Fuori provincia;851;243;null;338;1094;28;
---;20210404;2021-04-04 00:00:00.0;Außerhalb der Provinz;Fuori provincia;851;244;null;354;1095;25;
---;20210405;2021-04-05 00:00:00.0;Außerhalb der Provinz;Fuori provincia;851;245;null;341;1096;30;
---;20210406;2021-04-06 00:00:00.0;Außerhalb der Provinz;Fuori provincia;852;245;null;312;1097;28;
---;20210407;2021-04-07 00:00:00.0;Außerhalb der Provinz;Fuori provincia;856;247;null;300;1103;29;
---;20210408;2021-04-08 00:00:00.0;Außerhalb der Provinz;Fuori provincia;861;248;null;288;1109;34;
21001;20201218;2020-12-18 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;48;12;4;9;60;null;
21001;20201219;2020-12-19 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;48;13;4;9;61;null;
21001;20201220;2020-12-20 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;48;13;4;6;61;null;
21001;20201221;2020-12-21 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;48;13;4;6;61;null;
21001;20201222;2020-12-22 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;48;13;2;6;61;null;
21001;20201223;2020-12-23 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;49;14;3;8;63;null;
21001;20201224;2020-12-24 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;49;15;2;8;64;null;
21001;20201225;2020-12-25 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;49;16;1;12;65;null;
21001;20201226;2020-12-26 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;49;17;1;15;66;null;
21001;20201227;2020-12-27 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;49;17;1;15;66;null;
21001;20201228;2020-12-28 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;49;17;1;15;66;null;
21001;20201229;2020-12-29 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;49;20;2;22;69;null;
21001;20201230;2020-12-30 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;49;20;null;22;69;null;
21001;20201231;2020-12-31 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;49;21;null;29;70;null;
21001;20210101;2021-01-01 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;49;21;null;27;70;null;
21001;20210102;2021-01-02 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;49;23;1;27;72;null;
21001;20210103;2021-01-03 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;52;23;4;27;75;null;
21001;20210104;2021-01-04 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;52;23;4;26;75;null;
21001;20210105;2021-01-05 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;53;26;3;29;79;null;
21001;20210106;2021-01-06 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;53;28;3;37;81;null;
21001;20210107;2021-01-07 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;53;28;3;37;81;null;
21001;20210108;2021-01-08 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;53;34;3;48;87;null;
21001;20210109;2021-01-09 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;53;34;3;48;87;null;
21001;20210110;2021-01-10 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;53;34;2;50;87;null;
21001;20210111;2021-01-11 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;53;34;2;52;87;null;
21001;20210112;2021-01-12 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;53;36;2;49;89;null;
21001;20210113;2021-01-13 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;54;37;1;53;91;null;
21001;20210114;2021-01-14 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;57;37;4;50;94;null;
21001;20210115;2021-01-15 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;61;37;7;50;98;null;
21001;20210116;2021-01-16 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;61;37;5;51;98;null;
21001;20210117;2021-01-17 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;66;37;10;50;103;null;
21001;20210118;2021-01-18 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;66;37;10;47;103;null;
21001;20210119;2021-01-19 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;66;39;10;50;105;null;
21001;20210120;2021-01-20 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;66;40;5;47;106;null;
21001;20210121;2021-01-21 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;70;40;9;49;110;null;
21001;20210122;2021-01-22 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;71;41;9;39;112;null;
21001;20210123;2021-01-23 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;73;42;9;43;115;null;
21001;20210124;2021-01-24 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;74;45;5;45;119;null;
21001;20210125;2021-01-25 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;74;45;5;45;119;null;
21001;20210126;2021-01-26 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;74;45;5;40;119;null;
21001;20210127;2021-01-27 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;74;45;4;38;119;null;
21001;20210128;2021-01-28 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;74;46;null;38;120;null;
21001;20210129;2021-01-29 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;74;46;null;34;120;null;
21001;20210130;2021-01-30 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;74;48;null;34;122;null;
21001;20210131;2021-01-31 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;74;48;null;33;122;null;
21001;20210201;2021-02-01 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;74;48;null;31;122;null;
21001;20210202;2021-02-02 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;75;49;1;32;124;null;
21001;20210203;2021-02-03 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;76;49;2;34;125;null;
21001;20210204;2021-02-04 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;76;51;2;37;127;null;
21001;20210205;2021-02-05 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;76;52;1;40;128;null;
21001;20210206;2021-02-06 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;77;54;1;39;131;null;
21001;20210207;2021-02-07 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;78;54;3;39;132;null;
21001;20210208;2021-02-08 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;78;54;3;36;132;null;
21001;20210209;2021-02-09 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;79;55;2;36;134;null;
21001;20210210;2021-02-10 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;null;null;null;47;140;14;
21001;20210211;2021-02-11 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;null;null;null;47;140;12;
21001;20210212;2021-02-12 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;82;61;null;45;143;12;
21001;20210213;2021-02-13 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;82;63;null;48;145;13;
21001;20210214;2021-02-14 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;83;65;null;49;148;8;
21001;20210215;2021-02-15 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;84;65;null;47;149;9;
21001;20210216;2021-02-16 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;84;67;null;54;151;7;
21001;20210217;2021-02-17 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;87;73;null;63;160;14;
21001;20210218;2021-02-18 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;90;74;null;68;164;16;
21001;20210219;2021-02-19 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;90;76;null;71;166;17;
21001;20210220;2021-02-20 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;95;76;null;76;171;19;
21001;20210221;2021-02-21 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;95;76;null;74;171;19;
21001;20210222;2021-02-22 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;96;76;null;67;172;20;
21001;20210223;2021-02-23 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;97;78;null;70;175;23;
21001;20210224;2021-02-24 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;100;80;null;66;180;26;
21001;20210225;2021-02-25 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;101;84;null;81;185;29;
21001;20210226;2021-02-26 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;103;87;null;81;190;33;
21001;20210227;2021-02-27 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;105;87;null;77;192;32;
21001;20210228;2021-02-28 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;109;88;null;73;197;34;
21001;20210301;2021-03-01 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;109;88;null;75;197;32;
21001;20210302;2021-03-02 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;109;88;null;71;197;32;
21001;20210303;2021-03-03 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;109;91;null;69;200;34;
21001;20210304;2021-03-04 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;112;91;null;68;203;38;
21001;20210305;2021-03-05 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;113;91;null;60;204;33;
21001;20210306;2021-03-06 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;113;91;null;56;204;30;
21001;20210307;2021-03-07 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;114;92;null;49;206;31;
21001;20210308;2021-03-08 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;115;92;null;48;207;25;
21001;20210309;2021-03-09 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;115;92;null;41;207;27;
21001;20210310;2021-03-10 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;115;94;null;42;209;29;
21001;20210311;2021-03-11 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;121;94;null;42;215;27;
21001;20210312;2021-03-12 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;121;94;null;42;215;29;
21001;20210313;2021-03-13 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;121;94;null;41;215;28;
21001;20210314;2021-03-14 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;122;94;null;39;216;26;
21001;20210315;2021-03-15 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;122;94;null;36;216;23;
21001;20210316;2021-03-16 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;122;94;null;28;216;16;
21001;20210317;2021-03-17 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;122;94;null;25;216;18;
21001;20210318;2021-03-18 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;122;94;null;24;216;17;
21001;20210319;2021-03-19 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;123;94;null;20;217;13;
21001;20210320;2021-03-20 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;123;94;null;18;217;16;
21001;20210321;2021-03-21 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;123;94;null;16;217;14;
21001;20210322;2021-03-22 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;123;94;null;16;217;15;
21001;20210323;2021-03-23 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;123;94;null;13;217;12;
21001;20210324;2021-03-24 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;123;95;null;13;218;12;
21001;20210325;2021-03-25 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;123;95;null;12;218;10;
21001;20210326;2021-03-26 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;123;95;null;11;218;9;
21001;20210327;2021-03-27 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;123;95;null;9;218;8;
21001;20210328;2021-03-28 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;123;95;null;6;218;5;
21001;20210329;2021-03-29 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;123;95;null;3;218;3;
21001;20210330;2021-03-30 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;123;95;null;1;218;1;
21001;20210331;2021-03-31 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;123;95;null;1;218;1;
21001;20210401;2021-04-01 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;123;95;null;1;218;1;
21001;20210402;2021-04-02 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;123;96;null;1;219;1;
21001;20210403;2021-04-03 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;123;96;null;3;219;1;
21001;20210404;2021-04-04 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;123;96;null;3;219;1;
21001;20210405;2021-04-05 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;123;96;null;3;219;1;
21001;20210406;2021-04-06 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;123;96;null;6;219;1;
21001;20210407;2021-04-07 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;123;96;null;7;219;2;
21001;20210408;2021-04-08 00:00:00.0;ALDEIN Gesamt;ALDINO Totale;123;96;null;7;219;2;
21002;20201218;2020-12-18 00:00:00.0;ANDRIAN Gesamt;ANDRIANO Totale;33;10;3;4;43;null;
21002;20201219;2020-12-19 00:00:00.0;ANDRIAN Gesamt;ANDRIANO Totale;33;11;3;5;44;null;
21002;20201220;2020-12-20 00:00:00.0;ANDRIAN Gesamt;ANDRIANO Totale;34;11;4;4;45;null;
21002;20201221;2020-12-21 00:00:00.0;ANDRIAN Gesamt;ANDRIANO Totale;33;11;3;5;44;null;
21002;20201222;2020-12-22 00:00:00.0;ANDRIAN Gesamt;ANDRIANO Totale;34;11;3;5;45;null;
21002;20201223;2020-12-23 00:00:00.0;ANDRIAN Gesamt;ANDRIANO Totale;35;11;4;5;46;null;
21002;20201224;2020-12-24 00:00:00.0;ANDRIAN Gesamt;ANDRIANO Totale;35;11;4;8;46;null;
21002;20201225;2020-12-25 00:00:00.0;ANDRIAN Gesamt;ANDRIANO Totale;36;11;6;8;47;null;
21002;20201226;2020-12-26 00:00:00.0;ANDRIAN Gesamt;ANDRIANO Totale;36;11;6;7;47;null;
21002;20201227;2020-12-27 00:00:00.0;ANDRIAN Gesamt;ANDRIANO Totale;36;11;6;7;47;null;
21002;20201228;2020-12-28 00:00:00.0;ANDRIAN Gesamt;ANDRIANO Totale;38;11;7;7;49;null;
21002;20201229;2020-12-29 00:00:00.0;ANDRIAN Gesamt;ANDRIANO Totale;38;11;7;8;49;null;
21002;20201230;2020-12-30 00:00:00.0;ANDRIAN Gesamt;ANDRIANO Totale;38;14;7;11;52;null;
21002;20201231;2020-12-31 00:00:00.0;ANDRIAN Gesamt;ANDRIANO Totale;38;16;7;14;54;null;
21002;20210101;2021-01-01 00:00:00.0;ANDRIAN Gesamt;ANDRIANO Totale;38;17;7;15;55;null;
21002;20210102;2021-01-02 00:00:00.0;ANDRIAN Gesamt;ANDRIANO Totale;38;17;7;14;55;null;
21002;20210103;2021-01-03 00:00:00.0;ANDRIAN Gesamt;ANDRIANO Totale;38;17;4;16;55;null;
21002;20210104;2021-01-04 00:00:00.0;ANDRIAN Gesamt;ANDRIANO Totale;38;17;4;15;55;null;
21002;20210105;2021-01-05 00:00:00.0;ANDRIAN Gesamt;ANDRIANO Totale;38;17;4;15;55;null;
21002;20210106;2021-01-06 00:00:00.0;ANDRIAN Gesamt;ANDRIANO Totale;38;18;4;10;56;null;
21002;20210107;2021-01-07 00:00:00.0;ANDRIAN Gesamt;ANDRIANO Totale;38;18;3;13;56;null;
21002;20210108;2021-01-08 00:00:00.0;ANDRIAN Gesamt;ANDRIANO Totale;38;19;1;14;57;null;
21002;20210109;2021-01-09 00:00:00.0;ANDRIAN Gesamt;ANDRIANO Totale;38;19;1;14;57;null;
21002;20210110;2021-01-10 00:00:00.0;ANDRIAN Gesamt;ANDRIANO Totale;38;19;1;15;57;null;
21002;20210111;2021-01-11 00:00:00.0;ANDRIAN Gesamt;ANDRIANO Totale;38;19;1;14;57;null;
21002;20210112;2021-01-12 00:00:00.0;ANDRIAN Gesamt;ANDRIANO Totale;38;19;1;15;57;null;
